author/headline,author/profile_url,author/username,full_urn,media/images/6/height,media/images/6/url,media/images/6/width,media/images/7/height,media/images/7/url,media/images/7/width,post_type,posted_at/date,posted_at/timestamp,reshared_post/media/images/1/height,reshared_post/media/images/1/url,reshared_post/media/images/1/width,reshared_post/media/images/2/height,reshared_post/media/images/2/url,reshared_post/media/images/2/width,reshared_post/media/images/3/height,reshared_post/media/images/3/url,reshared_post/media/images/3/width,stats/celebrate,stats/comments,stats/funny,stats/insight,stats/like,stats/love,stats/reposts,stats/support,stats/total_reactions,text,url,author/full_name,processed_text,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7328290816743895041,,,,,,,regular,2025-05-14 07:31:23,1747200683771,,,,,,,,,,1,23,0,1,141,8,1,4,155,"In consumer brands, growth signals are loud - new markets, fresh SKUs, investor interest, demand spikes.

What is often missing is the discipline to pause.

To check if your internal systems can support what your ambitions are chasing.
To ensure your team is ready, your margins are stable, your supply chain is flexible enough to absorb scale without breaking.
To ask whether your product experience is consistent across the shelves that already exist.

Growth looks exciting externally. Alignment feels steady internally.

The most resilient brands are not the ones that grow the fastest. They are the ones that know when to hold before they push.

Growth is a privilege. So is patience.


#India #Startups #Consumer #Strategy #Growth #Success",https://www.linkedin.com/posts/rishabhmariwala_india-startups-consumer-activity-7328290816743895041-bMN6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,in consumer brands growth signals are loud new markets fresh skus investor interest demand spikes what is often missing is the discipline to pause to check if your internal systems can support what your ambitions are chasing to ensure your team is ready your margins are stable your supply chain is flexible enough to absorb scale without breaking to ask whether your product experience is consistent across the shelves that already exist growth looks exciting externally alignment feels steady internally the most resilient brands are not the ones that grow the fastest they are the ones that know when to hold before they push growth is a privilege so is patience india startups consumer strategy growth success,0.026,0.711,0.263,0.9839,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7327565408582950912,,,,,,,regular,2025-05-12 07:28:52,1747027732988,,,,,,,,,,3,26,0,5,101,1,5,2,112,"Adapt, don’t just adopt.

Silicon Valley playbooks often break in Indian markets. I have seen founders import a successful model from abroad, assuming it will thrive here unchanged - a costly mistake. 

India’s consumer landscape has its own nuances: price-sensitive shoppers, diverse languages, and complex distribution realities. 

Global D2C strategies usually need desi tweaks, from localised products to region-specific channels. 

The smart approach? 

Treat international success stories as inspiration, not a template. 

Winning in India requires adaptation, not just adoption. Founders who boldly tailor their strategy to local truths build companies that thrive where copy-paste models falter. (What works in New York or Shanghai might need a total rethink in Nagpur or Shillong.)

Do you agree? 

#india #startups #strategy #success",https://www.linkedin.com/posts/rishabhmariwala_india-startups-strategy-activity-7327565408582950912-MbL0?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,adapt dont just adopt silicon valley playbooks often break in indian markets i have seen founders import a successful model from abroad assuming it will thrive here unchanged a costly mistake indias consumer landscape has its own nuances pricesensitive shoppers diverse languages and complex distribution realities global dc strategies usually need desi tweaks from localised products to regionspecific channels the smart approach treat international success stories as inspiration not a template winning in india requires adaptation not just adoption founders who boldly tailor their strategy to local truths build companies that thrive where copypaste models falter what works in new york or shanghai might need a total rethink in nagpur or shillong do you agree india startups strategy success,0.059,0.738,0.203,0.967,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7326530664449642498,,,,,,,regular,2025-05-09 10:57:10,1746781030762,,,,,,,,,,4,21,0,2,163,12,1,2,183,"As founders, we spend years learning how to move fast - iterate, scale, execute.

What no one prepares you for is how much clarity comes from slowing down. 

Some of the most important decisions I have made came not from acceleration but from deliberate stillness. That moment where you stop reacting to everything around you and start asking what actually matters.

The obsession with speed can become a distraction. You can scale a company without scaling judgment. You can hire fast and dilute alignment. You can chase new markets while missing what is broken internally.

Stillness is not the opposite of speed. It is what gives speed direction.



#leadership #startups #mindset #growth",https://www.linkedin.com/posts/rishabhmariwala_leadership-startups-mindset-activity-7326530664449642498-fzqB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,as founders we spend years learning how to move fast iterate scale execute what no one prepares you for is how much clarity comes from slowing down some of the most important decisions i have made came not from acceleration but from deliberate stillness that moment where you stop reacting to everything around you and start asking what actually matters the obsession with speed can become a distraction you can scale a company without scaling judgment you can hire fast and dilute alignment you can chase new markets while missing what is broken internally stillness is not the opposite of speed it is what gives speed direction leadership startups mindset growth,0.144,0.792,0.064,-0.898,Negative
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7325716010605375488,,,,,,,regular,2025-05-07 05:00:02,1746586802150,,,,,,,,,,0,38,0,14,319,12,4,2,347,"The first margin killer in consumer brands? Poor inventory discipline.

Running out of stock during high demand is visible.
Carrying excess stock when trends shift is invisible until it hits your P&L.

Most early-stage teams overestimate growth and underestimate obsolescence.
They forecast optimism, but real resilience lies in controlled risk.

Inventory is not a storage problem.
It is a capital allocation decision.

In consumer businesses, how you manage what sits in warehouses today often decides whether you have the cash flow to scale tomorrow.


#startups #india #consumer #inventory #product",https://www.linkedin.com/posts/rishabhmariwala_startups-india-consumer-activity-7325716010605375488-St_C?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,the first margin killer in consumer brands poor inventory discipline running out of stock during high demand is visible carrying excess stock when trends shift is invisible until it hits your pl most earlystage teams overestimate growth and underestimate obsolescence they forecast optimism but real resilience lies in controlled risk inventory is not a storage problem it is a capital allocation decision in consumer businesses how you manage what sits in warehouses today often decides whether you have the cash flow to scale tomorrow startups india consumer inventory product,0.141,0.789,0.07,-0.7152,Negative
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7324991249650749441,,,,,,,regular,2025-05-05 05:00:05,1746414005673,,,,,,,,,,3,66,0,13,229,8,1,3,256,"In a capital cycle, brands are made or broken not during funding highs, but during funding droughts.

Capital abundance hides operational inefficiency. Scarcity exposes it.

The last two years rewarded those who could tell a good story.

The next two years will reward those who can build a good business.

Unit economics, capital productivity, supply chain strength they are no longer optional. They are survival traits.

Markets will keep cycling.

Founders who plan for winters during the summers will always endure.


#india #startups #growth #future #success",https://www.linkedin.com/posts/rishabhmariwala_india-startups-growth-activity-7324991249650749441-5eT0?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,in a capital cycle brands are made or broken not during funding highs but during funding droughts capital abundance hides operational inefficiency scarcity exposes it the last two years rewarded those who could tell a good story the next two years will reward those who can build a good business unit economics capital productivity supply chain strength they are no longer optional they are survival traits markets will keep cycling founders who plan for winters during the summers will always endure india startups growth future success,0.078,0.652,0.27,0.978,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7323904067338928128,,,,,,,regular,2025-05-02 05:00:01,1746154801211,,,,,,,,,,1,41,0,8,217,6,2,6,238,"In early-stage consumer brands, pricing power is earned, not declared.

Founders often assume that loyal customers will automatically absorb a price hike.

They forget that loyalty is fragile when substitutes are easy.

Brands that invest early in trust through product quality, authenticity and consistency earn the right to command premiums later.

Pricing power is an output.

It reflects years of brand building, not months of marketing.
If you have to explain why you raised prices, you probably have not built enough value yet.


#india #startups #strategy #pricing #finance",https://www.linkedin.com/posts/rishabhmariwala_india-startups-strategy-activity-7323904067338928128-9MAD?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,in earlystage consumer brands pricing power is earned not declared founders often assume that loyal customers will automatically absorb a price hike they forget that loyalty is fragile when substitutes are easy brands that invest early in trust through product quality authenticity and consistency earn the right to command premiums later pricing power is an output it reflects years of brand building not months of marketing if you have to explain why you raised prices you probably have not built enough value yet india startups strategy pricing finance,0.04,0.829,0.131,0.8709,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7323179303473496064,,,,,,,regular,2025-04-30 05:00:04,1745982004040,,,,,,,,,,1,21,0,3,102,8,2,1,115,"Regulatory risks are no longer edge cases. They are becoming core to business planning.

Data privacy laws.
Cross-border tax changes.
Sector-specific compliance waves.

It is no longer enough for consumer brands to focus on product and marketing.

Understanding regulatory landscapes is now a direct input into growth strategy.
Those who anticipate these shifts will move faster.

Those who ignore them will learn slower and pay higher.

Building agility is about reading regulators as closely as you read consumers.


#india #startups #consumer #future #strategy",https://www.linkedin.com/posts/rishabhmariwala_india-startups-consumer-activity-7323179303473496064-K7DC?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,regulatory risks are no longer edge cases they are becoming core to business planning data privacy laws crossborder tax changes sectorspecific compliance waves it is no longer enough for consumer brands to focus on product and marketing understanding regulatory landscapes is now a direct input into growth strategy those who anticipate these shifts will move faster those who ignore them will learn slower and pay higher building agility is about reading regulators as closely as you read consumers india startups consumer future strategy,0.117,0.854,0.029,-0.7003,Negative
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7322454536327966721,,,,,,,regular,2025-04-28 05:00:06,1745809206087,,,,,,,,,,2,45,0,9,232,13,2,5,261,"The best brand strategy often starts with asking: Who are we not serving?

In the rush to expand, most brands try to be everything to everyone.

They add price points, formats, geographies hoping to capture ""more market.""

 Often, they dilute what made them special in the first place.

Great brands draw sharper lines, not broader ones.

They understand that depth builds loyalty faster than breadth builds reach.
Winning market share is easy to track.

Owning mindshare is harder and more valuable.


#india #startups #consumer #future #strategy",https://www.linkedin.com/posts/rishabhmariwala_india-startups-consumer-activity-7322454536327966721-Gssp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,the best brand strategy often starts with asking who are we not serving in the rush to expand most brands try to be everything to everyone they add price points formats geographies hoping to capture more market often they dilute what made them special in the first place great brands draw sharper lines not broader ones they understand that depth builds loyalty faster than breadth builds reach winning market share is easy to track owning mindshare is harder and more valuable india startups consumer future strategy,0.0,0.697,0.303,0.9843,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7319941566402338816,,,,,,,regular,2025-04-21 06:34:27,1745210067368,,,,,,,,,,3,79,0,3,756,48,6,12,822,"I recently travelled to Japan with my family, and the experience left a mark. It gave me a window into a culture shaped by quiet strength, shared values, and deep-rooted discipline.

Here are a few things that stood out:

1. Respect is central. From how people greet each other to how they conduct conversations, there is a strong sense of mutual respect woven into daily life.

2. Attention to detail is a way of being. Whether it is the way food is plated or how a train platform is marked, everything is done with care and precision.

3. Time is honoured. Punctuality is non-negotiable. Being on time is seen as a sign of respect for others and for your own word.

4. Cleanliness is collective. Public spaces are spotless, not because of rules, but because people take personal ownership of shared environments.

5. Harmony guides behaviour. The focus is on community over individualism. Decisions are made with consideration for how they affect the whole.

There is a quiet power in this kind of culture. One that makes you pause, observe, and re-evaluate how we live and work. 

Coming back, I find myself asking - how can we bring some of this clarity, respect, and intentionality into the way we build, lead, and grow?


#culture #inspiration #travel #Japan",https://www.linkedin.com/posts/rishabhmariwala_culture-inspiration-travel-activity-7319941566402338816-6JzC?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,i recently travelled to japan with my family and the experience left a mark it gave me a window into a culture shaped by quiet strength shared values and deeprooted discipline here are a few things that stood out respect is central from how people greet each other to how they conduct conversations there is a strong sense of mutual respect woven into daily life attention to detail is a way of being whether it is the way food is plated or how a train platform is marked everything is done with care and precision time is honoured punctuality is nonnegotiable being on time is seen as a sign of respect for others and for your own word cleanliness is collective public spaces are spotless not because of rules but because people take personal ownership of shared environments harmony guides behaviour the focus is on community over individualism decisions are made with consideration for how they affect the whole there is a quiet power in this kind of culture one that makes you pause observe and reevaluate how we live and work coming back i find myself asking how can we bring some of this clarity respect and intentionality into the way we build lead and grow culture inspiration travel japan,0.0,0.824,0.176,0.9876,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7318559857328988160,,,,,,,regular,2025-04-17 11:04:02,1744880642254,,,,,,,,,,5,58,1,17,469,18,6,4,514,"The real moat in consumer brands? 

Supply chain resilience.

Brands chase topline. But when demand surges or freight costs spike, only a few deliver.

We have seen startups double marketing budgets and lose half their customers because they could not fulfill.

It is not a demand problem. It is a supply preparedness problem.

Margins grow when back-end builds before front-end scales.


#india #startups #supplychain #sales",https://www.linkedin.com/posts/rishabhmariwala_india-startups-supplychain-activity-7318559857328988160-a5a-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,the real moat in consumer brands supply chain resilience brands chase topline but when demand surges or freight costs spike only a few deliver we have seen startups double marketing budgets and lose half their customers because they could not fulfill it is not a demand problem it is a supply preparedness problem margins grow when backend builds before frontend scales india startups supplychain sales,0.141,0.779,0.08,-0.5244,Negative
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7317420590179532801,,,,,,,regular,2025-04-14 07:36:59,1744609019799,,,,,,,,,,2,38,1,11,198,14,2,0,226,"The most underrated skill in early-stage teams? Knowing what not to build.

Most consumer brands are not short on ideas. They are short on focus.

The founder wants to launch a new category. The marketing team wants to experiment with formats. The product team wants to iterate on five SKUs. The brand team wants to refresh the packaging.

The intention is good. The outcome is chaos.

The best founders I have backed have one thing in common - they know how to say no.

Knowing what to build is strategy. Knowing what not to build is wisdom.

In a consumer business, that wisdom protects mindshare, margin, and momentum.


#india #startups #entrepreneurship #mindset",https://www.linkedin.com/posts/rishabhmariwala_india-startups-entrepreneurship-activity-7317420590179532801-bYEx?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,the most underrated skill in earlystage teams knowing what not to build most consumer brands are not short on ideas they are short on focus the founder wants to launch a new category the marketing team wants to experiment with formats the product team wants to iterate on five skus the brand team wants to refresh the packaging the intention is good the outcome is chaos the best founders i have backed have one thing in common they know how to say no knowing what to build is strategy knowing what not to build is wisdom in a consumer business that wisdom protects mindshare margin and momentum india startups entrepreneurship mindset,0.048,0.812,0.14,0.886,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7316295327873929216,,,,,,,regular,2025-04-11 05:05:36,1744340736359,,,,,,,,,,1,19,0,7,100,3,1,0,111,"When the world’s largest economy raises tariffs tenfold, the rest of us cannot stay passive observers.

The recent move by the U.S. to hike tariff rates to 23% is more than a policy decision. It is a signal. The rules of global trade are being rewritten in real time, and the ripple effects will reach far beyond their borders.

India will feel this through softened export demand, slower capital flows, and pressure on sectors closely linked to U.S. trade. At the same time, this moment brings a rare opportunity to reposition ourselves in global supply chains.

This is a window to strengthen India’s role as a trusted partner in manufacturing and technology. It calls for sharper economic diplomacy, policy agility, and a mindset that looks beyond the next quarter.

Leaders who build macro-awareness into their decision-making will be better equipped to navigate what comes next. 


#india #leadership #business #trade #future",https://www.linkedin.com/posts/rishabhmariwala_india-leadership-business-activity-7316295327873929216-fD2y?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,when the worlds largest economy raises tariffs tenfold the rest of us cannot stay passive observers the recent move by the us to hike tariff rates to is more than a policy decision it is a signal the rules of global trade are being rewritten in real time and the ripple effects will reach far beyond their borders india will feel this through softened export demand slower capital flows and pressure on sectors closely linked to us trade at the same time this moment brings a rare opportunity to reposition ourselves in global supply chains this is a window to strengthen indias role as a trusted partner in manufacturing and technology it calls for sharper economic diplomacy policy agility and a mindset that looks beyond the next quarter leaders who build macroawareness into their decisionmaking will be better equipped to navigate what comes next india leadership business trade future,0.035,0.885,0.08,0.785,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7314541711567806464,,,,,,,regular,2025-04-06 08:57:21,1743922641651,,,,,,,,,,3,12,0,2,198,6,4,1,210,"Building a consumer brand in India is a marathon, not a sprint. Success requires understanding the market's nuances, building trust, and delivering consistent value over time. 

At Sharrp Ventures, we have observed that brands focusing on sustainable growth and deep consumer connections are the ones that endure. It's essential to prioritize long-term vision over short-term gains.​

In the dynamic landscape of Indian consumerism, the rise of 'masstige' - mass-produced goods marketed as premium has reshaped purchasing behaviours.

This trend highlights the importance of balancing quality and accessibility. 

Brands that effectively navigate this balance position themselves for lasting success.


#india #startups #consumer #future #trends",https://www.linkedin.com/posts/rishabhmariwala_india-startups-consumer-activity-7314541711567806464-BdVH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,building a consumer brand in india is a marathon not a sprint success requires understanding the markets nuances building trust and delivering consistent value over time at sharrp ventures we have observed that brands focusing on sustainable growth and deep consumer connections are the ones that endure its essential to prioritize longterm vision over shortterm gains in the dynamic landscape of indian consumerism the rise of masstige massproduced goods marketed as premium has reshaped purchasing behaviours this trend highlights the importance of balancing quality and accessibility brands that effectively navigate this balance position themselves for lasting success india startups consumer future trends,0.052,0.769,0.179,0.9136,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7313032431693918208,,,,,,,regular,2025-04-02 05:00:01,1743562801288,,,,,,,,,,1,70,0,17,424,21,2,9,472,"Speed is Sexy. But Timing is Smarter.

There is a lot of pressure on founders to launch fast, raise fast, scale fast.

But consumer behaviour rarely changes overnight. Real adoption takes time.

I have seen startups launch seasonal products in non-seasonal cycles, chase trends without demand, and invest heavily in marketing without first fixing distribution.

Being fast is useful. But being in sync with market timing is powerful.

Patience with insight often outlasts urgency with assumptions.


#india #startup #strategy #growth #success",https://www.linkedin.com/posts/rishabhmariwala_india-startup-strategy-activity-7313032431693918208-Ixum?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,speed is sexy but timing is smarter there is a lot of pressure on founders to launch fast raise fast scale fast but consumer behaviour rarely changes overnight real adoption takes time i have seen startups launch seasonal products in nonseasonal cycles chase trends without demand and invest heavily in marketing without first fixing distribution being fast is useful but being in sync with market timing is powerful patience with insight often outlasts urgency with assumptions india startup strategy growth success,0.029,0.728,0.244,0.9681,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7312307669543870464,,,,,,,regular,2025-03-31 05:00:04,1743390004526,,,,,,,,,,3,93,1,16,571,25,2,8,624,"In the consumer space, first purchase is marketing. 

Repeat purchase is product.

Many early-stage founders obsess over reach, influencer campaigns, and follower counts. But brands are not built on virality. They are built on retention.

If customers are not coming back, you have a marketing story but no business.
Retention, frequency, and NPS are more revealing than impressions and likes.

In an ecosystem flooded with choices, the brands that win are the ones that are remembered for their second and third experience, not their first ad.


#india #startups #marketing #product #customer",https://www.linkedin.com/posts/rishabhmariwala_india-startups-marketing-activity-7312307669543870464-zlZv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,in the consumer space first purchase is marketing repeat purchase is product many earlystage founders obsess over reach influencer campaigns and follower counts but brands are not built on virality they are built on retention if customers are not coming back you have a marketing story but no business retention frequency and nps are more revealing than impressions and likes in an ecosystem flooded with choices the brands that win are the ones that are remembered for their second and third experience not their first ad india startups marketing product customer,0.043,0.832,0.126,0.8554,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7311216915585101824,,,,,,,regular,2025-03-28 03:45:48,1743129948517,,,,,,,,,,5,65,0,6,350,11,2,4,376,"The D2C Illusion: More Channels ≠ More Growth

Every other early-stage D2C brand is rushing to be everywhere - Amazon, Flipkart, their own website, modern trade, and even global platforms.

The intent is right. But the execution often lacks depth.

What many forget is that each channel brings its own set of operational costs, consumer behaviour patterns, fulfilment complexities, and marketing spend.

Spreading too wide, too early, dilutes focus.

Startups that scale sustainably often do one thing well before doing everything.

A strong channel-market fit is more valuable than chasing every possible shelf.


#india #startups #growth #strategy #success",https://www.linkedin.com/posts/rishabhmariwala_india-startups-growth-activity-7311216915585101824-L4xL?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,the dc illusion more channels more growth every other earlystage dc brand is rushing to be everywhere amazon flipkart their own website modern trade and even global platforms the intent is right but the execution often lacks depth what many forget is that each channel brings its own set of operational costs consumer behaviour patterns fulfilment complexities and marketing spend spreading too wide too early dilutes focus startups that scale sustainably often do one thing well before doing everything a strong channelmarket fit is more valuable than chasing every possible shelf india startups growth strategy success,0.02,0.741,0.238,0.9783,Positive
Founder & Managing Partner - Sharrp Ventures | Director - Marico Ltd. & Kaya Ltd. | Consumer Investor,https://www.linkedin.com/in/rishabhmariwala?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAT8NS8B4y71YeV8-msrSVzy5kSxR8bmMZY,rishabhmariwala,urn:li:activity:7309770940110770176,,,,,,,regular,2025-03-24 04:00:01,1742785201099,,,,,,,,,,13,56,1,11,453,11,6,4,493,"For years, Indian startups operated in a world where growth was the only metric that mattered. That phase is over.

Investors now want to see sustainable unit economics, clear paths to profitability, and businesses that can stand on their own. The funding environment has shifted, and the companies that will thrive are the ones that know how to generate cash flow, not just spend it.

The playbook for success is different now. Expanding at any cost is no longer rewarded. Building with discipline is.

The best founders understand this. They know that real business value comes from customers who keep coming back, not from VC rounds that keep coming in.


#india #startups #mindset #culture #growth",https://www.linkedin.com/posts/rishabhmariwala_india-startups-mindset-activity-7309770940110770176-jhxM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCcrnQBrKbSa0WbTmL6WkyFlIEj-GhhK0I,Rishabh Mariwala,for years indian startups operated in a world where growth was the only metric that mattered that phase is over investors now want to see sustainable unit economics clear paths to profitability and businesses that can stand on their own the funding environment has shifted and the companies that will thrive are the ones that know how to generate cash flow not just spend it the playbook for success is different now expanding at any cost is no longer rewarded building with discipline is the best founders understand this they know that real business value comes from customers who keep coming back not from vc rounds that keep coming in india startups mindset culture growth,0.017,0.794,0.189,0.9661,Positive
